timestamp,chassis.power_fb.power @ 0x2001C568,chassis.motor_3508[0].fb_current @ 0x2001C1F0,chassis.motor_3508[0].fb_speed @ 0x2001C1E8,chassis.motor_3508[0].give_current @ 0x2001C21C,chassis.power_prediction.model_power[0] @ 0x2001C5B4
15.667713,11.108964,-0.123291,-28.050652,-0.606362,12.539000
15.672261,12.160384,-0.242920,-28.143354,-0.871023,12.411737
15.678242,12.745601,-0.302734,-27.914326,-1.069343,14.840948
15.685259,13.669510,-0.775146,-27.914326,-1.247845,16.982101
15.689232,16.740194,-1.485596,-27.903418,-1.327466,17.534197
15.694548,17.770899,-0.714111,-27.936136,-1.416539,18.396450
15.699626,19.846581,-0.620117,-28.186979,-1.505610,19.210451
15.703267,19.846581,-1.428223,-28.383291,-1.338212,18.867445
15.708504,19.846581,-0.605469,-28.459633,-1.211338,17.207201
15.713310,19.846581,-1.032715,-28.541431,-0.855624,14.631728
15.720587,19.846581,-0.633545,-28.666849,-0.750567,13.760969
15.725499,19.846581,-0.831299,-28.666849,-0.597522,12.591175
15.729888,19.846581,-1.025391,-28.781364,-0.408853,11.160015
15.734988,19.846581,-0.726318,-28.601414,-0.208362,10.679550
15.739294,19.846581,-0.219727,-28.394196,-0.179649,9.359543
15.743805,19.846581,-0.041504,-28.394196,-0.348882,10.443233
15.747732,19.846581,-0.206299,-28.099731,-0.429414,10.754225
15.755301,19.846581,-0.764160,-27.936136,-0.751336,12.399428
15.758763,19.846581,-0.301514,-27.843435,-0.750970,13.233888
15.762990,19.846581,-0.449219,-28.028841,-0.815871,14.084187
15.769207,14.432515,-0.961914,-28.257870,-0.776248,13.661741
15.775191,14.545490,-0.948486,-28.475992,-0.633931,12.718366
15.779304,13.092542,-0.462646,-28.486900,-0.622122,12.699960
15.784543,13.468832,-0.441895,-28.563240,-0.495435,11.589575
15.790423,11.246967,-0.073242,-28.426916,-0.276953,11.228718
15.794452,10.483253,-0.589600,-28.519617,-0.279500,10.097671
15.797851,9.878890,-0.368652,-28.814085,0.015506,7.297920
15.803485,6.236183,-0.201416,-28.590508,-0.026123,8.177783
15.807126,7.084590,-0.435791,-28.372383,-0.035400,8.156367
15.812993,4.818408,0.064697,-28.165165,-0.138650,7.814844
15.816700,6.533178,-0.175781,-27.936136,-0.380776,10.495583
15.823407,8.567221,-0.357666,-27.936136,-0.401139,10.645428
15.827340,8.288323,0.085449,-27.903418,-0.544198,11.974226
15.830983,9.753386,-0.755615,-27.947044,-0.856665,11.964405
15.836498,10.151732,-0.878906,-27.799810,-0.956820,14.685018
15.840122,13.854975,-0.517578,-27.859795,-1.048440,14.933318
15.846023,13.604331,-0.512695,-27.996122,-1.156596,16.352612
15.850091,15.326374,-1.302490,-28.061558,-1.215678,16.858528
15.853901,15.178875,-0.777588,-28.028841,-1.436165,18.528986
15.858368,15.178875,-1.069336,-28.334211,-1.247497,17.332216
15.863477,15.144016,-1.120605,-28.486900,-1.045741,16.956409
15.868362,18.040844,-1.062012,-28.497807,-0.957410,15.232241
15.875301,18.040844,-1.018066,-28.590508,-0.732202,13.402045
15.880980,18.040844,-0.573730,-28.623224,-0.746021,14.016940
15.884623,18.040844,-1.049805,-28.486900,-0.644234,13.157001
15.888665,18.040844,-0.417480,-28.508709,-0.497730,11.988836
15.894841,18.040844,-0.577393,-28.350569,-0.539730,12.302994
15.898873,18.040844,-0.642090,-28.225153,-0.684964,12.949120
15.903222,11.337295,-0.749512,-28.197886,-0.498659,11.601130
15.907260,11.582520,-0.335693,-28.121542,-0.849839,13.031385
15.912242,12.865000,-0.689697,-28.143354,-0.858931,14.095382
15.915980,13.205584,-1.228027,-27.925232,-1.089237,15.782747
15.919986,14.398536,-0.745850,-28.028841,-1.216666,16.006628
15.926295,15.084497,-1.101074,-27.985216,-1.292472,17.577728
15.932741,15.100060,-0.997314,-28.165165,-1.515141,17.402384
