timestamp,chassis.power_fb.power @ 0x200009CC,chassis.power_prediction.total_power_raw @ 0x20000A98,chassis.power_prediction.applied_quadratic_raw @ 0x20000A88,chassis.power_prediction.applied_linear_power @ 0x20000A90
0.620771,2.636047,2.790884,0.099340,-0.002469
0.623290,2.667682,2.795424,0.100475,0.003166
0.625824,2.794336,2.800475,0.100360,0.009782
0.628959,2.824733,2.830881,0.115772,0.017689
0.635250,2.825949,2.828758,0.110930,0.015938
0.639824,2.825949,2.843875,0.130508,0.009795
0.642446,2.825949,2.832719,0.125751,0.005512
0.645469,2.825949,2.845141,0.156744,0.003740
0.648250,2.825949,2.855006,0.156527,0.009754
0.652186,2.825949,2.866865,0.158561,0.010860
0.655146,3.014390,2.879642,0.153807,0.030578
0.660321,3.014390,2.885005,0.158175,0.013954
0.664317,3.014390,2.871168,0.164914,0.008220
0.666966,3.014390,2.880707,0.180403,-0.002061
0.669814,3.014390,2.881395,0.203497,-0.000473
0.672428,3.014390,2.893694,0.204827,-0.008554
0.675171,3.014390,2.900370,0.217414,-0.015720
0.677973,3.014390,2.931945,0.237166,0.005481
0.686165,3.014390,2.950955,0.245816,0.015001
0.689303,3.014390,2.959723,0.251361,0.023653
0.692636,3.014390,2.979994,0.260117,0.026546
0.698833,3.014390,2.990736,0.273191,0.041932
0.702464,3.014390,3.015723,0.270009,0.048243
0.705141,3.014390,3.022667,0.267894,0.057160
0.707632,3.014390,3.029454,0.265894,0.049106
0.710342,3.014390,3.026886,0.272007,0.056915
0.714606,3.014390,3.024363,0.277224,0.049603
0.717139,3.014390,3.020451,0.297630,0.018416
0.721387,3.014390,3.015222,0.303446,0.017138
0.723938,3.240478,3.042469,0.312843,0.025979
0.727971,3.483139,3.046033,0.317524,0.031080
0.730905,3.341646,3.053943,0.318360,0.039508
0.733426,3.115449,3.059648,0.331913,0.036920
0.736601,2.875258,3.085818,0.326389,0.061856
0.742970,3.293626,3.092165,0.319826,0.079610
0.745888,3.294086,3.102059,0.325607,0.080066
0.749946,3.296435,3.103447,0.337891,0.070327
0.752464,3.296435,3.104201,0.341068,0.065444
0.755154,3.296435,3.111281,0.370104,0.043680
0.758571,3.296435,3.113292,0.382313,0.033519
0.761149,3.296435,3.109266,0.374322,0.045640
0.764416,3.296435,3.138893,0.380021,0.073926
0.767207,3.296435,3.152461,0.381019,0.088771
0.769774,3.296435,3.163888,0.355800,0.101993
0.772348,3.296435,3.201750,0.394511,0.106782
0.776892,3.296435,3.189854,0.389049,0.101652
0.779837,3.296435,3.188379,0.393214,0.093761
0.783964,3.296435,3.186018,0.399147,0.089298
0.786523,3.296435,3.184557,0.397312,0.089659
0.789042,3.296435,3.187598,0.384553,0.159293
0.795876,3.296435,3.201738,0.318700,0.203083
0.799337,3.109569,3.208145,0.292412,0.197845
0.802159,3.447914,3.171290,0.281815,0.188945
0.804827,3.102271,3.166173,0.277986,0.192702
0.807420,3.104514,3.171285,0.272849,0.196865
0.810231,3.287841,3.169511,0.282454,0.187454
0.812839,3.145914,3.140195,0.260181,0.188036
0.815451,3.325935,3.154445,0.259114,0.185247
0.820532,3.106121,3.114081,0.237985,0.157122
0.823371,2.873873,3.082500,0.215961,0.157109
0.825887,3.054411,3.074130,0.220208,0.155812
0.828460,3.249843,3.055465,0.209951,0.145283
0.831060,3.098607,3.052748,0.193987,0.160269
0.833846,3.286824,3.048126,0.169216,0.144765
0.836964,3.220010,2.947355,0.137096,0.090762
0.841286,3.069705,2.925685,0.121760,0.068922
0.843808,3.063141,2.865913,0.102869,0.056703
0.848145,3.053977,2.851284,0.089477,0.062327
0.850932,3.059995,2.831004,0.057513,0.074618
0.854814,2.986128,2.837528,0.059486,0.063081
0.857645,2.832405,2.792117,0.051049,0.041827
0.862804,3.050256,2.790501,0.058562,0.025922
0.868352,2.826359,2.773868,0.060087,0.016021
0.871160,2.788323,2.768507,0.054363,0.013278
0.874933,2.682657,2.764189,0.051399,0.013948
0.877929,2.672789,2.761781,0.051192,0.012852
0.880712,2.854989,2.759961,0.049051,0.008246
0.883293,2.630255,2.765734,0.073499,-0.005470
0.890845,2.630255,2.759629,0.070466,-0.003177
0.893849,2.630255,2.765783,0.073172,-0.000790
0.896383,2.630255,2.772337,0.073703,0.001734
0.899816,2.630255,2.776102,0.069791,0.012344
0.904025,3.014087,2.779951,0.075089,0.007360
0.906584,2.873137,2.780115,0.082745,0.001149
0.911253,3.016350,2.783956,0.090301,0.000910
0.913792,2.827523,2.790751,0.102772,0.002389
0.918691,2.826304,2.817176,0.114415,0.004716
0.922539,2.826304,2.811058,0.115187,-0.001585
0.925046,2.826304,2.813890,0.115064,0.004218
0.928157,2.826304,2.823834,0.122607,0.003792
0.931222,2.826304,2.828050,0.123785,0.014822
0.933788,2.826304,2.834247,0.127282,0.017565
0.936366,2.826304,2.846728,0.131409,0.017896
0.938886,3.052092,2.851018,0.139328,0.011313
0.941405,2.873025,2.854819,0.154195,0.006488
0.943993,3.012619,2.873945,0.174575,0.001964
0.946520,2.831929,2.869428,0.173147,-0.001127
0.949159,3.019520,2.877022,0.198553,-0.010859
0.952829,2.833741,2.900912,0.210937,0.007042
0.957547,3.059618,2.912635,0.231118,0.010523
0.962756,3.053944,2.957682,0.243753,0.026063
0.967229,2.825904,2.965794,0.242309,0.010024
0.972720,3.052079,2.989114,0.287054,0.005109
0.975223,3.059616,3.027564,0.324903,0.005259
0.982762,3.078871,3.084055,0.374296,0.008664
0.993676,3.302978,3.092116,0.401498,0.002095
0.996278,3.445560,3.111097,0.411583,0.002108
0.998993,3.109340,3.105747,0.402361,0.022993
1.004012,3.492618,3.155071,0.435852,0.021806
1.006595,3.328709,3.160979,0.453264,0.010306
