timestamp,chassis.power_fb.power @ 0x200009CC,chassis.power_prediction.total_power_raw @ 0x20000A98,chassis.power_prediction.applied_quadratic_raw @ 0x20000A88,chassis.power_prediction.applied_linear_power @ 0x20000A90
5.921933,15.256706,14.265827,0.570884,9.249143
5.927777,16.104942,13.599971,0.598861,10.036102
5.930437,17.020510,14.852579,0.617284,10.393429
5.932978,16.153059,14.108274,0.546270,10.355252
5.935528,16.826134,14.825336,0.792841,11.610472
5.938095,16.972427,15.772820,0.745460,10.390494
5.942527,18.425392,15.642420,0.682073,11.494217
5.945144,16.991096,17.293694,0.946257,12.456662
5.950796,18.925463,17.960241,0.999207,11.590681
5.953311,20.145121,19.308365,1.192448,14.195222
5.958963,20.222404,19.258959,1.053240,14.061472
5.963411,21.338949,19.176407,1.309227,15.209141
5.966592,22.423754,19.481058,1.220106,15.557142
5.972124,22.305172,19.880665,1.217649,14.567215
5.974757,23.713358,20.021282,1.208725,15.913218
5.977296,23.137230,21.422693,1.243036,14.710249
5.979947,23.764128,20.581442,1.184046,15.203730
5.982831,23.490545,20.575207,1.156789,13.926764
5.985332,24.114025,19.277258,1.201911,15.492536
5.987957,22.849285,21.408398,1.215510,15.955050
5.990584,22.782177,19.751812,1.286849,16.574734
5.996400,24.372841,20.788723,1.096081,15.402748
5.998940,24.548170,20.774984,1.015213,17.327793
6.001530,24.536167,21.798866,1.297600,16.789953
6.009722,25.379862,21.609482,1.197047,17.454893
6.014513,25.141012,23.737877,1.402813,17.945408
6.020853,26.971247,23.433342,1.454467,17.755360
6.023442,25.978090,22.618036,1.450679,16.677269
6.027320,26.148626,23.866892,1.627697,18.581161
6.029943,25.813566,23.584948,1.623081,17.425175
6.032673,27.025753,22.532238,1.426668,17.338371
6.035301,25.776037,23.577494,1.592167,17.617981
6.037954,25.776037,23.248676,1.514659,17.068878
6.040540,25.776037,22.783108,1.426896,16.647888
6.043120,25.776037,22.904673,1.506280,16.277557
6.045740,25.776037,22.333187,1.195655,16.274826
6.048288,25.776037,24.011841,1.487532,17.285149
6.051361,25.776037,23.231079,1.244486,17.623114
6.054007,25.776037,23.050005,1.161927,17.113871
6.056655,25.776037,22.375189,0.951595,18.585577
6.059302,25.776037,24.557116,1.042165,17.116184
6.061892,25.776037,22.848520,1.042137,17.810646
6.069074,27.421808,23.618036,1.047017,17.709560
6.071689,26.536028,22.421875,1.085946,17.249073
6.076098,26.832922,23.044498,1.070790,17.068937
6.078955,25.906025,22.635187,0.880412,14.789553
6.082005,25.906025,22.029570,1.075785,15.232242
6.087018,24.472431,20.374416,1.118155,15.530674
6.090768,24.182913,20.930511,0.860952,15.450009
6.093881,24.728165,21.692957,1.113820,15.970866
6.097774,26.006535,22.126398,1.063684,16.992558
6.100439,25.722988,23.939484,1.007623,16.510397
6.104158,27.167208,22.687151,0.896735,16.623547
6.107077,27.167208,24.906231,1.050754,19.648211
6.113714,27.167208,25.665504,1.119980,19.397646
6.116787,27.167208,26.438717,1.170469,18.569372
6.119784,27.167208,24.749912,1.036625,19.181231
6.122675,27.167208,24.405287,0.964006,17.436306
6.127328,27.167208,22.793381,0.786095,17.633928
6.135464,27.167208,21.667873,0.781619,16.046913
6.140025,27.167208,23.126358,0.816432,18.388288
6.145765,27.167208,26.423933,1.085691,19.872002
6.148968,27.167208,26.747353,1.040625,19.828161
6.152300,27.167208,28.198154,1.285417,22.710512
6.157824,31.227043,29.622370,1.258371,24.141918
6.163857,31.854771,29.436348,1.251600,22.569742
6.166466,32.486641,28.402206,1.202311,20.671970
6.169417,31.035347,28.125061,1.101878,21.222404
6.172480,30.363415,26.845636,0.986812,20.007675
6.175306,31.885387,26.888283,1.007933,21.034639
6.177803,30.501989,27.497343,0.952534,20.630259
6.181356,31.974800,28.134949,1.106115,22.094194
6.186542,34.866837,30.760029,1.239359,24.591084
6.194446,34.629166,32.394859,1.385032,25.136847
6.196987,35.972557,33.013924,1.447269,27.423702
6.203676,36.585953,33.560127,1.482086,24.434860
6.209768,34.312931,31.311867,1.308362,24.037659
6.216028,34.757862,32.411705,1.378535,24.728331
6.218952,35.054611,30.320076,1.228526,23.733694
6.221595,35.054611,31.383842,1.154168,22.721138
6.224391,36.425323,31.466648,1.262952,23.777798
6.226973,36.425323,34.627563,1.391914,25.660053
6.230341,36.425323,33.853546,1.449093,26.057533
6.232963,36.425323,35.570698,1.537703,28.490173
6.235499,36.425323,36.508850,1.724303,28.822126
6.238132,36.425323,37.336617,1.795172,30.233423
6.241839,36.425323,36.892395,1.811800,28.683464
6.244415,36.425323,35.784115,1.695505,25.446848
6.249573,36.425323,32.836823,1.393599,24.685165
6.252604,36.425323,32.808220,1.343613,22.779552
6.255296,36.425323,31.435425,1.161361,26.297556
6.259589,36.425323,34.468987,1.158028,23.912437
6.262344,36.425323,32.063110,1.246917,24.801620
6.266382,36.425323,34.861462,1.424208,26.654850
6.268938,36.425323,34.807945,1.351515,28.201120
6.273631,36.425323,36.450882,1.606491,27.653791
6.276300,36.425323,35.725571,1.530418,27.368906
6.278798,36.425323,35.298172,1.462428,24.070459
6.281300,36.425323,32.444260,1.180304,23.600975
6.284011,36.425323,33.268379,1.287321,24.867277
6.286592,36.034904,32.410709,1.319250,23.947781
6.289129,37.081623,31.761124,1.041985,23.345932
6.292010,37.081623,31.162663,1.069144,22.837704
6.294553,37.081623,30.906702,1.016591,22.615879
6.297094,37.081623,32.312511,1.137849,24.364084
6.299662,38.385494,32.751015,1.071509,24.923876
6.302200,39.157375,34.344398,1.144406,26.014742
6.304815,39.619259,34.168518,1.226285,26.938747
6.309310,40.274170,35.446350,1.484919,26.981571
6.312039,38.301495,32.642448,0.979508,22.911676
6.329627,38.982376,31.621843,1.034795,24.002373
6.332370,39.224319,35.804821,1.172137,27.063778
6.334923,40.046925,37.916935,1.345005,28.719971
6.337572,41.294456,37.540478,1.350364,28.167038
6.340131,42.580173,38.457024,1.442281,28.090244
6.345485,41.669312,37.087181,1.183227,24.883083
6.348044,40.646984,34.726395,1.162156,25.723349
6.350629,40.259960,34.681046,1.120458,25.013842
6.355882,38.072033,34.373047,1.064236,25.342167
6.358619,38.649609,33.042759,0.883447,27.667097
6.361510,39.546150,36.719200,1.023957,27.122959
6.364105,40.433392,37.062622,1.111236,28.002253
6.366694,42.225399,39.867149,1.318642,30.496231
6.369199,42.225399,41.120346,1.248778,30.930950
6.377507,42.225399,40.406425,1.396525,28.928461
6.380301,42.225399,36.436386,1.273477,29.300224
6.384386,42.225399,37.203220,1.252892,27.652670
6.386960,42.225399,37.622601,1.152057,28.310413
6.391064,42.225399,38.187283,1.246635,29.328342
6.393656,42.225399,38.984879,1.225924,31.109020
6.397448,42.225399,40.773670,1.502319,33.060326
6.400142,42.225399,44.294319,1.722207,34.319675
6.402680,42.225399,42.529694,1.544382,33.498337
6.405226,42.225399,43.478786,1.466834,31.909592
6.407742,42.225399,41.828781,1.422176,30.612453
6.410339,46.077496,42.337418,1.458874,31.681122
6.413308,46.284416,41.733063,1.309670,30.836926
6.418969,46.321705,41.202988,1.348518,31.141123
6.422163,47.865654,41.458153,1.425613,31.249344
6.424765,49.224030,44.545998,1.572876,33.528389
6.427336,50.959427,43.791813,1.914365,37.847908
6.430624,49.136028,49.136391,1.978558,33.184856
6.433320,51.842743,45.632130,1.689111,34.771786
6.437647,49.093056,45.431244,1.382164,31.047256
6.440406,49.891884,45.533642,1.544562,34.940163
6.442994,48.823662,43.775520,1.277909,35.014122
6.447598,49.625820,45.708286,1.409118,32.656433
6.453417,50.991257,46.608723,1.603197,35.248283
6.457331,52.246773,46.710392,1.765508,36.771027
6.462802,50.476875,44.761414,1.595857,31.838055
6.465827,50.476875,42.669796,1.516263,34.549995
6.468366,49.778179,43.802311,1.359921,32.940815
6.471058,49.778179,43.150162,1.242368,34.149132
6.473724,49.778179,45.105698,1.239103,31.969791
6.476306,49.778179,42.761967,1.266688,31.216743
6.479782,49.778179,42.161179,1.411994,33.790714
6.482464,49.778179,44.464996,1.503289,33.358116
6.486327,49.778179,44.057877,1.469101,33.829239
6.489218,49.778179,44.998920,1.473871,33.988640
6.491890,49.778179,40.910439,1.183289,33.726006
6.495441,49.778179,44.886021,1.356263,32.121513
6.498309,49.778179,42.987179,1.222958,31.820427
6.500970,49.778179,42.930042,1.197701,32.321091
6.503982,49.778179,43.193584,1.192180,31.986750
6.506684,49.778179,42.864677,1.331021,31.512642
6.511045,49.778179,41.264229,1.201539,31.883585
6.513726,49.778179,43.797646,1.167956,31.722912
6.521347,49.778179,43.271252,1.192460,30.718721
6.526045,49.778179,45.339809,1.296572,31.949490
6.531324,49.258675,43.526749,1.254568,32.448036
6.533953,49.258675,42.000458,1.188865,30.369801
6.536841,48.112713,45.566856,1.440831,30.162918
6.539364,47.947010,41.927452,1.153803,29.233919
6.541966,47.270325,38.177216,1.045596,29.383205
6.546567,44.714176,40.120003,1.081387,30.494499
6.549161,46.484356,42.362736,1.142344,32.070835
6.551702,47.445667,43.937141,1.127057,30.886189
6.554350,48.722733,44.260651,1.212177,32.333096
6.556937,50.279587,46.056068,1.423439,34.718529
6.559652,50.834194,46.836533,1.376186,33.365833
6.562190,51.389240,48.335739,1.581110,36.083603
6.564706,51.138645,46.159904,1.460764,31.999462
6.567229,49.874523,44.196251,1.303511,33.780056
6.569768,50.112503,44.846039,1.260818,34.546558
6.576745,49.297562,46.843910,1.172025,35.354282
6.581304,54.556885,47.815376,1.370146,35.849361
6.583917,55.187778,50.869965,1.591910,38.218674
6.586561,55.187778,50.997021,1.577468,33.733532
6.589476,55.187778,46.098015,1.251328,34.083157
6.592191,53.868195,45.824486,1.232340,33.181053
6.595779,51.726971,46.718990,1.181137,33.985203
6.599207,52.512276,47.510712,1.120589,34.703651
6.601827,51.887337,47.357040,1.134984,35.577976
6.604384,51.887337,48.905174,1.218708,38.845474
6.607311,57.280819,51.746117,1.630848,41.112370
6.609981,58.990944,53.329514,1.524009,40.412155
6.612600,58.010593,52.981602,1.452709,38.700310
6.615343,56.957390,51.665218,1.268353,37.739326
6.618047,56.754097,48.594566,1.149885,39.122616
6.623707,53.963120,52.412048,1.273866,38.039246
6.626396,58.632587,53.997818,1.453357,40.701199
6.629011,57.731419,53.568233,1.525315,39.869709
6.631616,58.681274,53.356407,1.554024,40.099274
6.636304,57.409489,55.148476,1.647841,40.738197
6.639731,57.115139,53.572372,1.511471,38.164658
6.644451,56.632660,51.855240,1.409291,38.106468
6.647073,57.798653,53.550156,1.495405,41.612335
6.652205,59.313442,56.417122,1.768096,42.983490
6.655312,64.066170,57.173393,1.884140,43.703671
6.657942,61.348434,58.435036,1.894162,44.228848
6.660615,61.659691,55.852695,1.725202,43.644020
6.663314,63.431988,57.951767,1.734426,43.100113
6.668192,62.612930,54.808918,1.568767,40.820694
6.671438,61.744675,55.908260,1.522569,41.562386
6.675360,64.345726,57.286880,1.831253,44.991219
6.678106,64.704193,61.961906,1.958241,47.358112
6.680982,66.559753,61.227795,1.806631,44.103333
6.683571,67.119949,58.572788,1.440689,41.924911
6.686060,64.407677,57.655998,1.427021,43.179760
6.688628,62.429058,56.764717,1.323388,40.733440
6.691881,62.555405,56.209251,1.333072,41.667915
6.694428,62.417645,58.097298,1.490323,44.969307
6.698509,64.072067,60.744705,1.727967,45.974472
6.701073,67.022919,61.164055,1.590362,44.152870
6.705831,64.648285,58.561779,1.487474,43.741440
6.708480,66.152054,59.057205,1.477848,41.421188
6.716477,64.030045,56.793247,1.289603,44.306259
6.719992,66.247391,61.229912,1.627970,45.602024
6.726856,66.079559,59.396599,1.376200,45.811764
6.729907,63.142502,57.857315,1.250047,42.753883
6.732530,63.916733,58.963669,1.271737,43.773144
6.735106,63.735550,57.778332,1.329505,43.417854
6.740100,64.822304,60.366867,1.529469,44.897186
6.742668,64.967461,60.029251,1.461472,41.800011
6.745195,66.301132,57.086651,1.230065,42.547298
6.747882,61.911129,57.340881,1.171020,41.948624
6.750454,62.951691,58.035385,1.219490,42.569107
6.752967,63.570705,57.778755,1.227756,40.919518
6.755621,62.306007,56.418663,1.133523,40.275646
6.758465,63.072975,55.057625,1.103159,39.452881
6.762794,64.885117,59.501770,1.387767,44.426285
6.765338,62.516300,60.129585,1.277015,41.354572
6.770367,62.958450,58.428589,1.261730,42.616436
6.775155,62.728348,59.466530,1.260304,42.958557
6.777605,64.098892,58.873775,1.176527,42.058216
6.780189,65.733337,59.707397,1.320315,43.642715
6.783086,66.312500,61.229443,1.502295,45.944695
6.786421,67.144577,63.089333,1.275093,44.739162
6.790145,67.910263,61.937733,1.373902,45.666306
6.792754,66.995415,62.736855,1.347274,45.506283
6.795343,67.298141,61.844772,1.338868,45.158691
6.798810,67.298141,61.719215,1.321984,46.618553
6.801478,71.299736,63.174530,1.673936,48.835918
6.804073,72.291946,64.799782,1.556030,48.046074
6.810834,70.058136,62.745182,1.358891,46.408989
6.813514,69.850830,63.202682,1.467240,47.016121
6.816079,67.359612,62.571995,1.372561,45.691425
6.818573,67.397041,60.640194,1.233984,46.857491
6.822213,71.804916,67.782410,1.503278,46.347519
6.831660,67.508316,64.506439,1.299463,45.090446
6.837724,70.608452,62.225758,1.210848,45.440308
6.840324,70.009781,62.860825,1.265274,45.570606
6.842960,71.212128,66.235840,1.248520,48.233494
6.848471,70.188156,62.761917,1.093729,45.501568
6.851102,70.752625,63.448456,1.234773,48.482235
6.855064,66.905251,64.531830,1.177976,46.608482
6.858093,69.202179,64.694962,1.225587,47.157085
6.860928,69.408150,64.934998,1.276375,45.765457
6.863667,69.719521,63.373032,1.243008,45.136612
6.866344,67.761986,62.973976,1.244342,45.223087
6.868958,67.233368,63.110596,1.172024,45.291618
6.872988,66.609779,64.360703,1.221523,45.339329
6.876800,69.652176,61.812500,1.104425,44.266029
6.879554,72.228394,62.229256,1.437181,50.188789
